customer_id,acquisition_channel,segment,country,age,device,recency_days,frequency,monetary,avg_order_value,total_margin,return_rate,r_score,f_score,m_score,rfm_total,rfm_segment,predicted_clv,campaign_type,campaign_priority,campaign_action
CUST01173,Referral,Luxury,Canada,28,Mobile,16,18,2820.4,171.87,1289.49,5.6,5,5,5,15,Champions,1864.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00182,Paid Social,Premium,France,43,Mobile,9,9,968.64,107.63,433.66999999999996,0.0,5,5,5,15,Champions,1064.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01084,Email,Premium,Nigeria,36,Mobile,11,12,975.11,124.84,374.89,33.3,5,5,5,15,Champions,1206.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00782,Referral,Premium,Germany,61,Mobile,9,10,1281.5,177.63,559.3,30.0,5,5,5,15,Champions,1216.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00863,Email,Premium,Germany,35,Desktop,5,10,1031.06,115.66,478.97,20.0,5,5,5,15,Champions,1074.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00267,Email,Luxury,Canada,58,Desktop,7,12,1251.04,120.05,477.55,16.7,5,5,5,15,Champions,1240.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01109,Direct,Luxury,UK,56,Mobile,6,13,1448.68,140.49,678.03,23.1,5,5,5,15,Champions,1360.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00865,Organic Search,Premium,Canada,37,Tablet,10,11,1480.16,136.8,757.14,9.1,5,5,5,15,Champions,1236.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00238,Organic Search,Luxury,Australia,49,Mobile,2,13,2010.19,201.25,757.01,15.4,5,5,5,15,Champions,1459.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00504,Referral,Luxury,Nigeria,40,Mobile,15,17,2064.08,132.09,1002.64,11.8,5,5,5,15,Champions,1721.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01287,Email,Premium,Nigeria,53,Desktop,3,12,1271.62,140.49,675.03,25.0,5,5,5,15,Champions,1247.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00873,Paid Social,Premium,USA,52,Mobile,15,9,1046.78,132.77,416.15,33.3,5,5,5,15,Champions,1022.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00163,Email,Premium,UK,29,Mobile,3,9,949.66,121.34,492.81,11.1,5,5,5,15,Champions,1027.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00155,Organic Search,Luxury,UAE,53,Mobile,11,14,1512.52,132.01,717.23,21.4,5,5,5,15,Champions,1427.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01238,Email,Premium,USA,19,Desktop,3,10,1274.68,141.84,620.62,30.0,5,5,5,15,Champions,1085.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01270,Referral,Premium,Germany,33,Mobile,5,11,1620.65,150.19,822.72,9.1,5,5,5,15,Champions,1301.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00918,Email,Premium,Canada,62,Mobile,12,10,1103.36,110.34,464.36,0.0,5,5,5,15,Champions,1116.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00864,Influencer,Luxury,UAE,64,Tablet,4,14,1964.52,156.01,1005.12,21.4,5,5,5,15,Champions,1462.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00383,Email,Luxury,Canada,52,Mobile,9,16,1580.82,125.04,739.84,18.8,5,5,5,15,Champions,1541.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00903,Email,Premium,Germany,24,Desktop,4,9,1342.89,160.27,621.67,11.1,5,5,5,15,Champions,1080.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00567,Organic Search,Premium,Canada,48,Mobile,2,11,1194.3,125.89,681.17,18.2,5,5,5,15,Champions,1200.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00012,Influencer,Luxury,UAE,58,Mobile,5,13,1633.55,125.66,778.04,0.0,5,5,5,15,Champions,1395.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01034,Referral,Premium,UK,37,Mobile,7,8,1020.51,127.56,491.03999999999996,0.0,5,5,5,15,Champions,1067.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00562,Organic Search,Luxury,Australia,31,Desktop,5,9,1004.78,131.2,419.58,22.2,5,5,5,15,Champions,1047.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00636,Organic Search,Premium,Germany,45,Mobile,7,10,1290.22,143.67,589.71,10.0,5,5,5,15,Champions,1168.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01147,Referral,Luxury,Canada,32,Mobile,11,13,1026.89,91.57,487.29,15.4,5,5,5,15,Champions,1357.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00046,Referral,Luxury,UAE,47,Mobile,13,16,1815.35,129.33,923.09,18.8,5,5,5,15,Champions,1626.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00532,Paid Social,Luxury,Australia,46,Mobile,11,12,1131.34,100.5,504.21999999999997,8.3,5,5,5,15,Champions,1260.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01486,Email,Premium,Australia,36,Desktop,12,12,1155.37,139.05,474.34000000000003,25.0,5,5,5,15,Champions,1245.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00627,Email,Luxury,Australia,51,Tablet,4,15,2207.42,173.76,1089.88,13.3,5,5,5,15,Champions,1545.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00640,Organic Search,Premium,UAE,18,Desktop,10,9,1197.92,143.79,560.65,11.1,5,5,5,15,Champions,1090.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01149,Organic Search,Premium,Germany,23,Mobile,10,10,919.9,97.2,348.43,10.0,5,5,5,15,Champions,1104.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00487,Influencer,Premium,France,42,Mobile,12,11,1640.15,155.92,605.6700000000001,9.1,5,5,5,15,Champions,1265.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00832,Email,Luxury,Germany,45,Mobile,13,16,1386.78,136.34,670.98,31.2,5,5,5,15,Champions,1528.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00751,Paid Social,Luxury,Australia,26,Mobile,17,9,1235.05,181.7,598.0,22.2,5,5,5,15,Champions,1113.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00475,Organic Search,Premium,Nigeria,52,Tablet,17,9,1224.36,141.54,675.91,11.1,5,5,5,15,Champions,1089.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01154,Paid Social,Luxury,Germany,47,Mobile,2,10,1009.68,129.39,518.05,10.0,5,5,5,15,Champions,1145.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00816,Referral,Luxury,Nigeria,52,Desktop,2,18,2337.28,148.66,1078.39,16.7,5,5,5,15,Champions,1807.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01180,Paid Social,Premium,France,27,Mobile,13,9,952.0,105.78,494.84000000000003,0.0,5,5,5,15,Champions,1061.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00820,Influencer,Premium,Australia,51,Mobile,17,9,1502.83,166.98,811.23,0.0,5,5,5,15,Champions,1152.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00471,Email,Premium,UK,27,Mobile,13,12,1503.68,137.62,572.85,16.7,5,5,5,15,Champions,1262.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01227,Email,Premium,USA,48,Mobile,3,12,1092.62,126.3,414.28000000000003,33.3,5,5,5,15,Champions,1208.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01488,Email,Premium,UAE,59,Desktop,1,9,864.8,104.15,353.39,11.1,5,5,4,14,Champions,847.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01451,Paid Social,Premium,UAE,48,Mobile,15,9,784.81,134.29,373.0,44.4,5,5,4,14,Champions,839.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01495,Organic Search,Luxury,USA,48,Mobile,38,14,1885.63,191.18,770.25,28.6,4,5,5,14,Champions,1486.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01491,Paid Social,Luxury,UK,51,Mobile,14,10,876.24,137.58,420.49,40.0,5,5,4,14,Champions,929.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00005,Paid Social,Luxury,Australia,50,Mobile,28,10,1186.96,138.17,446.28999999999996,10.0,4,5,5,14,Champions,1152.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01006,Referral,Premium,USA,45,Mobile,20,12,1887.2,168.36,951.87,16.7,4,5,5,14,Champions,1378.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00998,Organic Search,Premium,UK,49,Desktop,26,11,1505.63,176.7,640.74,27.3,4,5,5,14,Champions,1243.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00340,Email,Luxury,Canada,18,Desktop,41,15,1349.96,156.5,579.87,46.7,4,5,5,14,Champions,1438.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00976,Influencer,Premium,Germany,43,Mobile,1,8,744.1,139.6,346.91,25.0,5,5,4,14,Champions,821.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00288,Referral,Mid-Range,UAE,46,Tablet,11,8,1314.57,172.7,606.54,12.5,5,4,5,14,Champions,1160.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00272,Paid Social,Luxury,Australia,21,Mobile,17,10,693.59,136.13,277.98,40.0,5,5,4,14,Champions,925.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00099,Referral,Mid-Range,Germany,30,Mobile,32,9,1204.55,133.84,551.02,0.0,4,5,5,14,Champions,1145.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00085,Organic Search,Mid-Range,Australia,35,Desktop,12,7,997.47,218.02,396.53,28.6,5,4,5,14,Champions,1061.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00091,Referral,Premium,France,21,Mobile,21,13,2152.84,173.91,963.12,7.7,4,5,5,14,Champions,1480.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00653,Direct,Luxury,USA,62,Mobile,27,13,1268.07,114.91,606.07,15.4,4,5,5,14,Champions,1339.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00497,Paid Social,Premium,UK,22,Mobile,4,9,820.66,99.35,427.83000000000004,11.1,5,5,4,14,Champions,866.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00498,Organic Search,Premium,Canada,42,Mobile,18,11,1022.44,161.18,494.18,27.3,4,5,5,14,Champions,1220.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01351,Organic Search,Premium,UK,31,Mobile,45,10,1536.58,192.97,705.23,10.0,4,5,5,14,Champions,1231.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00665,Referral,Premium,Nigeria,54,Desktop,14,7,1540.31,231.78,689.4399999999999,14.3,5,4,5,14,Champions,1162.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00310,Referral,Premium,USA,43,Tablet,36,13,1380.31,128.4,581.05,7.7,4,5,5,14,Champions,1421.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00313,Influencer,Premium,Australia,22,Mobile,6,11,901.47,126.66,440.31,27.3,5,5,4,14,Champions,1022.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00923,Direct,Luxury,Australia,34,Tablet,38,13,1403.21,142.91,605.97,7.7,4,5,5,14,Champions,1394.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00744,Referral,Mid-Range,Nigeria,33,Mobile,10,6,917.25,152.88,372.90000000000003,0.0,5,4,5,14,Champions,1011.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00376,Direct,Luxury,UK,28,Mobile,11,9,711.44,114.31,397.63,33.3,5,5,4,14,Champions,841.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01047,Email,Premium,UAE,25,Mobile,15,8,679.02,103.45,272.58,25.0,5,5,4,14,Champions,738.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01249,Referral,Premium,UK,18,Mobile,15,7,968.15,138.31,425.26,0.0,5,4,5,14,Champions,1066.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00883,Email,Premium,Australia,45,Desktop,6,11,830.37,101.61,353.85,18.2,5,5,4,14,Champions,977.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00882,Email,Luxury,Australia,58,Desktop,3,11,709.2,125.95,278.32,54.5,5,5,4,14,Champions,925.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00512,Direct,Premium,UK,33,Tablet,30,11,986.35,144.59,497.73,27.3,4,5,5,14,Champions,1200.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00503,Direct,Premium,Canada,63,Desktop,20,9,1024.66,124.58,460.72999999999996,22.2,4,5,5,14,Champions,1035.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00729,Organic Search,Luxury,USA,18,Mobile,33,13,1726.75,142.14,824.02,15.4,4,5,5,14,Champions,1372.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00728,Referral,Premium,Germany,20,Desktop,1,9,865.87,107.52,426.70000000000005,11.1,5,5,4,14,Champions,928.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00146,Email,Mid-Range,France,30,Desktop,9,7,995.56,176.82,501.06,14.3,5,4,5,14,Champions,1006.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01038,Influencer,Luxury,Australia,25,Mobile,20,14,1917.1,172.05,855.43,28.6,4,5,5,14,Champions,1459.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00713,Email,Premium,USA,61,Desktop,25,10,934.32,151.49,486.19,50.0,4,5,5,14,Champions,1049.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00724,Referral,Premium,USA,33,Desktop,39,13,1401.92,145.01,669.14,30.8,4,5,5,14,Champions,1389.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00886,Organic Search,Mid-Range,Canada,35,Mobile,9,7,982.27,140.32,473.87,0.0,5,4,5,14,Champions,1022.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00380,Referral,Luxury,USA,21,Mobile,41,12,2086.09,186.21,1030.33,8.3,4,5,5,14,Champions,1422.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01055,Organic Search,Mid-Range,Australia,57,Desktop,16,8,894.46,123.54,326.14,25.0,5,5,4,14,Champions,799.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01040,Referral,Premium,France,35,Mobile,22,8,1171.59,146.45,587.24,0.0,4,5,5,14,Champions,1086.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01065,Paid Social,Luxury,UK,37,Desktop,20,11,1429.21,146.0,613.6600000000001,27.3,4,5,5,14,Champions,1196.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01030,Referral,Premium,Australia,21,Mobile,34,9,1300.75,144.53,525.49,0.0,4,5,5,14,Champions,1159.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01224,Organic Search,Premium,UAE,35,Mobile,42,9,1785.94,209.5,860.05,11.1,4,5,5,14,Champions,1176.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01234,Organic Search,Luxury,Canada,61,Desktop,27,14,2786.12,228.36,1366.51,7.1,4,5,5,14,Champions,1586.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00488,Paid Social,Luxury,Canada,25,Desktop,2,10,889.5,110.12,360.91999999999996,20.0,5,5,4,14,Champions,935.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01191,Organic Search,Luxury,USA,54,Desktop,31,11,1955.99,177.82,924.29,0.0,4,5,5,14,Champions,1309.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00185,Email,Premium,Canada,65,Tablet,23,10,1058.41,128.43,478.98,20.0,4,5,5,14,Champions,1088.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01221,Influencer,Premium,UK,51,Mobile,43,8,1449.88,181.24,673.0,0.0,4,5,5,14,Champions,1092.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01223,Referral,Mid-Range,UK,37,Mobile,1,6,1255.46,209.24,529.75,0.0,5,4,5,14,Champions,1087.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01232,Referral,Premium,Germany,36,Desktop,43,9,1335.66,193.9,627.0699999999999,33.3,4,5,5,14,Champions,1150.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00793,Email,Premium,UAE,43,Mobile,19,9,1078.98,159.18,528.66,22.2,4,5,5,14,Champions,1048.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00776,Paid Social,Premium,USA,53,Desktop,10,9,883.7,140.28,394.76,33.3,5,5,4,14,Champions,873.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00786,Email,Luxury,USA,49,Tablet,4,15,788.25,87.93,289.40999999999997,46.7,5,5,4,14,Champions,1191.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01092,Referral,Premium,Australia,41,Mobile,8,8,876.82,123.22,390.71,12.5,5,5,4,14,Champions,873.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00397,Referral,Luxury,UK,28,Desktop,20,12,949.81,117.21,376.13,16.7,4,5,5,14,Champions,1307.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00840,Referral,Premium,Australia,48,Mobile,32,12,1173.14,105.83,542.3,8.3,4,5,5,14,Champions,1314.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00849,Organic Search,Luxury,Canada,46,Tablet,29,14,1347.77,122.86,649.87,21.4,4,5,5,14,Champions,1409.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00425,Email,Luxury,UK,49,Desktop,42,11,1212.62,130.06,478.84000000000003,27.3,4,5,5,14,Champions,1149.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00255,Referral,Luxury,UK,64,Mobile,27,18,2369.07,151.95,942.37,16.7,4,5,5,14,Champions,1807.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01112,Organic Search,Luxury,Nigeria,38,Mobile,7,11,678.97,97.13,285.36,36.4,5,5,4,14,Champions,960.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00866,Paid Social,Luxury,Germany,24,Mobile,26,12,1073.85,109.77,528.32,8.3,4,5,5,14,Champions,1266.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00857,Paid Social,Premium,Nigeria,38,Desktop,21,9,1063.27,133.57,514.28,33.3,4,5,5,14,Champions,1015.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01155,Referral,Premium,Nigeria,48,Mobile,22,13,2152.01,200.54,809.57,15.4,4,5,5,14,Champions,1500.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01142,Email,Premium,Canada,18,Desktop,33,11,1490.26,136.92,611.4300000000001,9.1,4,5,5,14,Champions,1198.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01124,Direct,Premium,Australia,43,Mobile,7,8,909.64,205.85,364.45,50.0,5,5,4,14,Champions,852.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00218,Referral,Mid-Range,Australia,62,Desktop,10,8,916.72,114.59,425.69,0.0,5,4,5,14,Champions,1111.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01179,Direct,Luxury,Nigeria,41,Mobile,42,14,1710.38,131.79,945.3599999999999,14.3,4,5,5,14,Champions,1439.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00207,Direct,Premium,Nigeria,21,Mobile,28,11,1206.48,135.94,603.8299999999999,9.1,4,5,5,14,Champions,1229.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00416,Direct,Premium,Germany,29,Mobile,13,11,844.98,91.74,360.43,18.2,5,5,4,14,Champions,996.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00827,Direct,Luxury,Canada,28,Mobile,39,13,1211.92,121.44,571.6999999999999,23.1,4,5,5,14,Champions,1328.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00226,Paid Social,Luxury,Canada,49,Mobile,31,12,1155.4,121.12,511.35999999999996,8.3,4,5,5,14,Champions,1283.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00234,Organic Search,Premium,Germany,44,Mobile,24,11,1151.74,131.9,498.15999999999997,18.2,4,5,5,14,Champions,1203.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00474,Referral,Premium,Nigeria,38,Mobile,23,10,1272.44,146.82,531.42,10.0,4,5,5,14,Champions,1214.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00464,Direct,Luxury,Nigeria,37,Mobile,35,13,988.87,110.55,467.17,23.1,4,5,5,14,Champions,1314.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00045,Email,Luxury,Australia,24,Desktop,17,12,914.02,112.92,412.86,25.0,5,5,4,14,Champions,1051.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00057,Referral,Premium,UK,55,Mobile,31,11,1052.24,132.98,459.49,9.1,4,5,5,14,Champions,1274.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01392,Email,Premium,Nigeria,63,Mobile,41,11,1226.02,143.66,539.87,18.2,4,5,5,14,Champions,1190.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00443,Organic Search,Premium,UAE,43,Desktop,2,7,1562.66,252.88,571.64,14.3,5,4,5,14,Champions,1141.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00818,Email,Premium,France,58,Mobile,10,12,875.92,155.84,301.91,50.0,5,5,4,14,Champions,1052.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00455,Referral,Premium,UAE,31,Desktop,42,12,1765.22,169.09,918.0,8.3,4,5,5,14,Champions,1400.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00785,Paid Social,Mid-Range,UAE,63,Mobile,11,7,1196.81,182.25,378.81,14.3,5,4,5,14,Champions,1043.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00807,Email,Luxury,UK,36,Mobile,29,13,1197.87,110.37,544.54,15.4,4,5,5,14,Champions,1298.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST01126,Organic Search,Mid-Range,Nigeria,46,Desktop,9,8,718.59,176.83,343.36,37.5,5,5,4,14,Champions,841.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
CUST00560,Direct,Premium,UK,34,Mobile,6,8,918.07,130.86,453.88,12.5,5,4,5,14,Champions,1055.0,VIP Rewards,High,Exclusive loyalty rewards + upsell premium
