campaign_id,customer_id,campaign_type,send_date,send_month,opened,clicked,converted,revenue_generated,campaign_cost,roi_pct,segment
CAMP0000025,CUST00004,Email,2023-05-03,2023-05,1,1,0,0,16.76,-100.0,Mid-Range
CAMP0000026,CUST00004,Paid Social,2024-03-26,2024-03,0,0,0,0,852.34,-100.0,Mid-Range
CAMP0000027,CUST00004,Email,2022-10-31,2022-10,0,0,0,0,16.33,-100.0,Mid-Range
CAMP0000028,CUST00004,SMS,2023-11-13,2023-11,0,0,0,0,51.03,-100.0,Mid-Range
CAMP0000029,CUST00004,Email,2023-09-29,2023-09,0,0,0,0,16.18,-100.0,Mid-Range
CAMP0000030,CUST00004,Email,2022-12-17,2022-12,1,0,0,0,46.98,-100.0,Mid-Range
CAMP0000031,CUST00004,SMS,2024-02-14,2024-02,0,0,0,0,88.34,-100.0,Mid-Range
CAMP0000032,CUST00004,Email,2024-03-15,2024-03,0,0,0,0,36.32,-100.0,Mid-Range
CAMP0000033,CUST00004,Paid Social,2023-04-02,2023-04,0,0,0,0,1884.56,-100.0,Mid-Range
CAMP0000034,CUST00004,Influencer,2023-07-25,2023-07,0,0,0,0,468.96,-100.0,Mid-Range
CAMP0000035,CUST00005,SMS,2022-11-19,2022-11,0,0,0,0,96.95,-100.0,Luxury
CAMP0000036,CUST00005,Paid Social,2022-08-15,2022-08,0,0,0,0,2528.55,-100.0,Luxury
CAMP0000037,CUST00005,Email,2022-07-31,2022-07,0,0,0,0,37.52,-100.0,Luxury
CAMP0000038,CUST00005,Email,2022-03-18,2022-03,0,0,0,0,42.69,-100.0,Luxury
CAMP0000039,CUST00005,Display Ad,2022-09-02,2022-09,1,0,0,0,815.97,-100.0,Luxury
CAMP0000040,CUST00005,Influencer,2022-05-16,2022-05,0,0,0,0,972.45,-100.0,Luxury
CAMP0000041,CUST00005,SMS,2023-11-12,2023-11,0,0,0,0,107.15,-100.0,Luxury
CAMP0000042,CUST00005,Email,2022-07-20,2022-07,0,0,0,0,26.41,-100.0,Luxury
CAMP0000043,CUST00005,Push Notification,2024-01-25,2024-01,0,0,0,0,12.19,-100.0,Luxury
CAMP0000044,CUST00005,Email,2023-04-22,2023-04,0,0,0,0,16.99,-100.0,Luxury
CAMP0000045,CUST00005,Email,2022-11-09,2022-11,0,0,0,0,58.51,-100.0,Luxury
CAMP0000046,CUST00005,Email,2023-11-04,2023-11,0,0,0,0,37.78,-100.0,Luxury
CAMP0000047,CUST00006,Push Notification,2023-07-07,2023-07,0,0,0,0,11.32,-100.0,Budget
CAMP0000048,CUST00006,Influencer,2022-08-09,2022-08,0,0,0,0,922.57,-100.0,Budget
CAMP0000049,CUST00006,Influencer,2023-11-23,2023-11,0,0,0,0,1525.31,-100.0,Budget
CAMP0000050,CUST00006,Paid Social,2023-09-07,2023-09,0,0,0,0,1620.21,-100.0,Budget
CAMP0000051,CUST00007,Paid Social,2024-02-10,2024-02,0,0,0,0,2454.86,-100.0,Budget
CAMP0000052,CUST00007,Display Ad,2023-01-01,2023-01,1,0,0,0,568.8,-100.0,Budget
CAMP0000053,CUST00007,Email,2022-07-22,2022-07,0,0,0,0,29.41,-100.0,Budget
CAMP0000054,CUST00007,Email,2022-05-20,2022-05,0,0,0,0,57.12,-100.0,Budget
CAMP0000055,CUST00007,Paid Social,2023-02-19,2023-02,0,0,0,0,2239.96,-100.0,Budget
CAMP0000056,CUST00007,Email,2023-08-24,2023-08,0,0,0,0,59.55,-100.0,Budget
CAMP0000057,CUST00008,Influencer,2023-12-03,2023-12,0,0,0,0,713.52,-100.0,Luxury
CAMP0000058,CUST00008,Influencer,2024-02-26,2024-02,0,0,0,0,1630.69,-100.0,Luxury
CAMP0000059,CUST00008,Paid Social,2023-05-30,2023-05,0,0,0,0,1704.5,-100.0,Luxury
CAMP0000060,CUST00008,Paid Social,2023-07-04,2023-07,0,0,0,0,1785.17,-100.0,Luxury
CAMP0000061,CUST00008,Paid Social,2023-06-04,2023-06,0,0,0,0,2017.51,-100.0,Luxury
CAMP0000062,CUST00008,Email,2023-02-18,2023-02,1,0,0,0,43.47,-100.0,Luxury
CAMP0000063,CUST00008,Email,2023-06-19,2023-06,0,0,0,0,22.97,-100.0,Luxury
CAMP0000064,CUST00009,Push Notification,2023-05-16,2023-05,0,0,0,0,15.5,-100.0,Mid-Range
CAMP0000065,CUST00009,Push Notification,2023-03-04,2023-03,0,0,0,0,20.52,-100.0,Mid-Range
CAMP0000066,CUST00009,Influencer,2023-03-02,2023-03,0,0,0,0,631.56,-100.0,Mid-Range
CAMP0000067,CUST00009,Display Ad,2023-06-21,2023-06,0,0,0,0,402.9,-100.0,Mid-Range
CAMP0000068,CUST00009,Influencer,2023-04-30,2023-04,1,0,0,0,488.17,-100.0,Mid-Range
CAMP0000069,CUST00009,Email,2023-10-30,2023-10,1,1,1,182.07,19.92,814.0,Mid-Range
CAMP0000070,CUST00010,Email,2022-03-31,2022-03,0,0,0,0,29.26,-100.0,Mid-Range
CAMP0000071,CUST00010,Influencer,2023-02-22,2023-02,1,0,0,0,691.77,-100.0,Mid-Range
CAMP0000072,CUST00010,Display Ad,2023-01-05,2023-01,0,0,0,0,856.93,-100.0,Mid-Range
CAMP0000073,CUST00010,SMS,2024-01-08,2024-01,1,0,0,0,85.6,-100.0,Mid-Range
CAMP0000074,CUST00010,Influencer,2023-06-04,2023-06,0,0,0,0,1043.4,-100.0,Mid-Range
CAMP0000075,CUST00010,Influencer,2023-05-06,2023-05,0,0,0,0,1208.69,-100.0,Mid-Range
CAMP0000076,CUST00010,Push Notification,2022-07-13,2022-07,0,0,0,0,16.94,-100.0,Mid-Range
CAMP0000077,CUST00010,Paid Social,2023-11-25,2023-11,0,0,0,0,1714.71,-100.0,Mid-Range
CAMP0000078,CUST00011,Email,2023-02-07,2023-02,0,0,0,0,28.67,-100.0,Mid-Range
CAMP0000079,CUST00011,SMS,2023-05-29,2023-05,1,0,0,0,85.3,-100.0,Mid-Range
CAMP0000080,CUST00011,Paid Social,2022-09-01,2022-09,0,0,0,0,2085.53,-100.0,Mid-Range
CAMP0000081,CUST00011,Influencer,2023-04-16,2023-04,0,0,0,0,531.12,-100.0,Mid-Range
CAMP0000082,CUST00011,Display Ad,2022-09-19,2022-09,0,0,0,0,911.83,-100.0,Mid-Range
CAMP0000083,CUST00011,Paid Social,2022-09-30,2022-09,0,0,0,0,2297.24,-100.0,Mid-Range
CAMP0000084,CUST00011,Push Notification,2022-10-21,2022-10,0,0,0,0,27.17,-100.0,Mid-Range
CAMP0000085,CUST00012,Email,2022-10-21,2022-10,0,0,0,0,27.75,-100.0,Luxury
CAMP0000086,CUST00012,Paid Social,2024-02-03,2024-02,0,0,0,0,2212.55,-100.0,Luxury
CAMP0000087,CUST00012,Email,2024-01-10,2024-01,1,1,1,151.17,19.5,675.2,Luxury
CAMP0000088,CUST00012,Email,2023-11-04,2023-11,0,0,0,0,42.08,-100.0,Luxury
CAMP0000089,CUST00012,Influencer,2024-02-20,2024-02,0,0,0,0,886.47,-100.0,Luxury
CAMP0000090,CUST00012,Email,2022-11-30,2022-11,0,0,0,0,20.18,-100.0,Luxury
CAMP0000091,CUST00012,Paid Social,2024-01-15,2024-01,0,0,0,0,1541.4,-100.0,Luxury
CAMP0000092,CUST00013,Paid Social,2023-05-04,2023-05,0,0,0,0,1982.89,-100.0,Mid-Range
CAMP0000093,CUST00013,SMS,2023-05-01,2023-05,0,0,0,0,74.69,-100.0,Mid-Range
CAMP0000094,CUST00013,Push Notification,2022-11-16,2022-11,0,0,0,0,12.24,-100.0,Mid-Range
CAMP0000095,CUST00013,Email,2023-11-11,2023-11,1,0,0,0,44.0,-100.0,Mid-Range
CAMP0000096,CUST00013,Paid Social,2023-07-01,2023-07,0,0,0,0,1785.91,-100.0,Mid-Range
CAMP0000097,CUST00013,Paid Social,2022-12-08,2022-12,0,0,0,0,1178.07,-100.0,Mid-Range
CAMP0000098,CUST00013,Display Ad,2023-06-28,2023-06,1,0,0,0,697.28,-100.0,Mid-Range
CAMP0000099,CUST00013,Paid Social,2023-04-07,2023-04,0,0,0,0,2474.67,-100.0,Mid-Range
CAMP0000100,CUST00013,Paid Social,2023-11-11,2023-11,0,0,0,0,2470.42,-100.0,Mid-Range
CAMP0000101,CUST00013,SMS,2023-09-10,2023-09,0,0,0,0,55.13,-100.0,Mid-Range
CAMP0000102,CUST00014,Influencer,2022-10-19,2022-10,0,0,0,0,1194.35,-100.0,Budget
CAMP0000103,CUST00014,Paid Social,2023-12-04,2023-12,0,0,0,0,2452.36,-100.0,Budget
CAMP0000104,CUST00014,Paid Social,2024-03-30,2024-03,0,0,0,0,1062.14,-100.0,Budget
CAMP0000105,CUST00014,Paid Social,2022-10-19,2022-10,0,0,0,0,2208.22,-100.0,Budget
CAMP0000106,CUST00014,Push Notification,2023-12-07,2023-12,0,0,0,0,22.4,-100.0,Budget
CAMP0000107,CUST00014,Email,2022-08-21,2022-08,0,0,0,0,17.0,-100.0,Budget
CAMP0000108,CUST00015,SMS,2023-01-27,2023-01,0,0,0,0,73.19,-100.0,Premium
CAMP0000109,CUST00015,Email,2024-01-31,2024-01,0,0,0,0,35.7,-100.0,Premium
CAMP0000110,CUST00015,Paid Social,2024-01-30,2024-01,0,0,0,0,891.55,-100.0,Premium
CAMP0000111,CUST00015,SMS,2023-08-26,2023-08,1,1,0,0,103.61,-100.0,Premium
CAMP0000112,CUST00015,Display Ad,2023-04-28,2023-04,0,0,0,0,420.63,-100.0,Premium
CAMP0000113,CUST00015,Push Notification,2023-07-08,2023-07,0,0,0,0,28.63,-100.0,Premium
CAMP0000114,CUST00015,Email,2023-08-01,2023-08,1,0,0,0,54.09,-100.0,Premium
CAMP0000115,CUST00015,Email,2023-04-13,2023-04,0,0,0,0,53.2,-100.0,Premium
CAMP0000116,CUST00015,Influencer,2023-10-13,2023-10,1,0,0,0,758.36,-100.0,Premium
CAMP0000117,CUST00016,Paid Social,2022-07-18,2022-07,1,1,0,0,2258.51,-100.0,Premium
CAMP0000118,CUST00016,Paid Social,2022-10-20,2022-10,0,0,0,0,771.59,-100.0,Premium
CAMP0000119,CUST00016,Email,2023-11-23,2023-11,1,1,0,0,42.6,-100.0,Premium
CAMP0000120,CUST00016,SMS,2024-02-16,2024-02,0,0,0,0,45.16,-100.0,Premium
CAMP0000121,CUST00016,SMS,2024-03-05,2024-03,0,0,0,0,98.64,-100.0,Premium
CAMP0000122,CUST00017,Influencer,2024-02-09,2024-02,0,0,0,0,1208.95,-100.0,Budget
CAMP0000123,CUST00017,Paid Social,2022-10-10,2022-10,0,0,0,0,1181.47,-100.0,Budget
CAMP0000124,CUST00017,Paid Social,2022-02-19,2022-02,0,0,0,0,1381.22,-100.0,Budget
CAMP0000125,CUST00017,Paid Social,2023-02-15,2023-02,0,0,0,0,1323.98,-100.0,Budget
CAMP0000126,CUST00017,Influencer,2022-05-09,2022-05,1,1,1,45.62,791.01,-94.2,Budget
CAMP0000127,CUST00018,SMS,2023-02-19,2023-02,0,0,0,0,111.13,-100.0,Budget
CAMP0000128,CUST00018,Email,2022-11-05,2022-11,0,0,0,0,40.35,-100.0,Budget
CAMP0000129,CUST00018,Paid Social,2023-10-18,2023-10,1,0,0,0,2188.9,-100.0,Budget
CAMP0000130,CUST00018,Email,2023-11-24,2023-11,0,0,0,0,56.16,-100.0,Budget
CAMP0000131,CUST00018,Paid Social,2023-09-19,2023-09,0,0,0,0,712.74,-100.0,Budget
CAMP0000132,CUST00018,SMS,2024-03-02,2024-03,0,0,0,0,105.22,-100.0,Budget
CAMP0000133,CUST00018,Paid Social,2023-09-01,2023-09,0,0,0,0,2042.3,-100.0,Budget
CAMP0000134,CUST00018,Push Notification,2023-12-13,2023-12,0,0,0,0,11.63,-100.0,Budget
CAMP0000135,CUST00018,Paid Social,2022-07-18,2022-07,0,0,0,0,1562.93,-100.0,Budget
CAMP0000136,CUST00018,Email,2022-12-14,2022-12,0,0,0,0,17.06,-100.0,Budget
CAMP0000137,CUST00018,Email,2024-03-18,2024-03,0,0,0,0,51.88,-100.0,Budget
CAMP0000138,CUST00018,Influencer,2022-12-05,2022-12,1,1,1,194.07,774.6,-74.9,Budget
CAMP0000139,CUST00019,Email,2023-03-12,2023-03,0,0,0,0,25.14,-100.0,Mid-Range
CAMP0000140,CUST00019,Display Ad,2023-08-21,2023-08,0,0,0,0,445.36,-100.0,Mid-Range
CAMP0000141,CUST00019,Paid Social,2023-07-22,2023-07,1,1,0,0,1224.35,-100.0,Mid-Range
CAMP0000142,CUST00019,Push Notification,2024-01-05,2024-01,1,0,0,0,11.31,-100.0,Mid-Range
CAMP0000143,CUST00019,Email,2024-02-12,2024-02,0,0,0,0,17.85,-100.0,Mid-Range
CAMP0000144,CUST00020,Paid Social,2023-12-16,2023-12,1,0,0,0,1412.1,-100.0,Premium
CAMP0000145,CUST00020,Push Notification,2023-07-07,2023-07,0,0,0,0,24.35,-100.0,Premium
CAMP0000146,CUST00020,SMS,2023-04-16,2023-04,0,0,0,0,83.51,-100.0,Premium
CAMP0000147,CUST00021,Paid Social,2022-11-17,2022-11,1,0,0,0,1075.51,-100.0,Budget
CAMP0000148,CUST00021,Email,2024-02-10,2024-02,1,0,0,0,34.33,-100.0,Budget
CAMP0000149,CUST00021,SMS,2023-04-25,2023-04,0,0,0,0,115.25,-100.0,Budget
CAMP0000150,CUST00021,Email,2023-06-13,2023-06,0,0,0,0,18.48,-100.0,Budget
CAMP0000151,CUST00021,Email,2024-02-06,2024-02,0,0,0,0,52.35,-100.0,Budget
CAMP0000152,CUST00021,Email,2023-04-12,2023-04,0,0,0,0,17.42,-100.0,Budget
CAMP0000153,CUST00021,SMS,2023-12-13,2023-12,0,0,0,0,44.02,-100.0,Budget
CAMP0000154,CUST00021,Email,2023-11-19,2023-11,1,0,0,0,37.77,-100.0,Budget
CAMP0000155,CUST00021,Email,2022-10-25,2022-10,0,0,0,0,41.16,-100.0,Budget
CAMP0000156,CUST00022,Influencer,2022-12-02,2022-12,0,0,0,0,1504.64,-100.0,Premium
CAMP0000157,CUST00022,Influencer,2023-04-04,2023-04,0,0,0,0,664.85,-100.0,Premium
CAMP0000158,CUST00022,SMS,2023-09-18,2023-09,1,1,1,68.23,73.85,-7.6,Premium
CAMP0000159,CUST00022,Paid Social,2022-08-13,2022-08,0,0,0,0,1763.82,-100.0,Premium
CAMP0000160,CUST00022,Email,2022-07-30,2022-07,0,0,0,0,32.12,-100.0,Premium
CAMP0000161,CUST00022,Influencer,2022-10-03,2022-10,0,0,0,0,1618.55,-100.0,Premium
CAMP0000162,CUST00022,Push Notification,2022-10-16,2022-10,0,0,0,0,11.91,-100.0,Premium
CAMP0000163,CUST00022,Display Ad,2023-03-25,2023-03,0,0,0,0,464.69,-100.0,Premium
CAMP0000164,CUST00022,Influencer,2024-02-07,2024-02,1,0,0,0,1587.62,-100.0,Premium
CAMP0000165,CUST00022,Email,2023-12-30,2023-12,0,0,0,0,23.97,-100.0,Premium
CAMP0000166,CUST00022,Email,2024-03-23,2024-03,0,0,0,0,17.88,-100.0,Premium
CAMP0000167,CUST00022,SMS,2023-01-21,2023-01,1,0,0,0,115.04,-100.0,Premium
CAMP0000168,CUST00023,Paid Social,2023-06-27,2023-06,0,0,0,0,1721.26,-100.0,Premium
CAMP0000169,CUST00023,Push Notification,2023-09-08,2023-09,0,0,0,0,29.37,-100.0,Premium
CAMP0000170,CUST00023,Push Notification,2023-06-05,2023-06,0,0,0,0,27.03,-100.0,Premium
CAMP0000171,CUST00023,Push Notification,2024-03-28,2024-03,0,0,0,0,22.51,-100.0,Premium
CAMP0000172,CUST00023,Influencer,2023-10-09,2023-10,0,0,0,0,1416.68,-100.0,Premium
CAMP0000173,CUST00023,Paid Social,2024-03-06,2024-03,1,0,0,0,680.26,-100.0,Premium
CAMP0000174,CUST00023,SMS,2023-11-20,2023-11,0,0,0,0,118.53,-100.0,Premium
CAMP0000175,CUST00023,Display Ad,2023-07-15,2023-07,0,0,0,0,587.78,-100.0,Premium
CAMP0000176,CUST00023,Email,2023-06-17,2023-06,1,0,0,0,45.13,-100.0,Premium
CAMP0000177,CUST00023,Email,2023-08-08,2023-08,0,0,0,0,16.55,-100.0,Premium
CAMP0000178,CUST00023,Email,2023-12-23,2023-12,1,0,0,0,46.28,-100.0,Premium
CAMP0000179,CUST00023,Display Ad,2023-05-28,2023-05,0,0,0,0,851.38,-100.0,Premium
CAMP0000180,CUST00024,Paid Social,2022-09-22,2022-09,1,0,0,0,2325.86,-100.0,Premium
CAMP0000181,CUST00024,Display Ad,2023-04-30,2023-04,0,0,0,0,700.61,-100.0,Premium
CAMP0000182,CUST00024,SMS,2022-05-24,2022-05,0,0,0,0,89.66,-100.0,Premium
CAMP0000183,CUST00024,Paid Social,2023-05-27,2023-05,0,0,0,0,1872.18,-100.0,Premium
CAMP0000184,CUST00024,Display Ad,2022-09-02,2022-09,0,0,0,0,861.17,-100.0,Premium
CAMP0000185,CUST00025,Email,2023-11-26,2023-11,0,0,0,0,55.53,-100.0,Mid-Range
CAMP0000186,CUST00025,Email,2023-04-13,2023-04,1,1,1,56.13,57.51,-2.4,Mid-Range
CAMP0000187,CUST00025,SMS,2023-08-28,2023-08,0,0,0,0,46.49,-100.0,Mid-Range
CAMP0000188,CUST00025,Paid Social,2023-05-07,2023-05,0,0,0,0,895.11,-100.0,Mid-Range
CAMP0000189,CUST00025,Paid Social,2023-10-20,2023-10,1,0,0,0,2458.17,-100.0,Mid-Range
CAMP0000190,CUST00025,Paid Social,2023-10-26,2023-10,0,0,0,0,2299.25,-100.0,Mid-Range
CAMP0000191,CUST00025,Paid Social,2024-02-24,2024-02,0,0,0,0,1929.29,-100.0,Mid-Range
CAMP0000192,CUST00025,Paid Social,2023-05-15,2023-05,0,0,0,0,2157.26,-100.0,Mid-Range
CAMP0000193,CUST00025,Paid Social,2024-02-25,2024-02,1,0,0,0,2109.51,-100.0,Mid-Range
CAMP0000194,CUST00025,Push Notification,2023-09-28,2023-09,1,1,0,0,18.13,-100.0,Mid-Range
CAMP0000195,CUST00025,Paid Social,2023-10-05,2023-10,0,0,0,0,1497.98,-100.0,Mid-Range
CAMP0000196,CUST00026,Email,2024-03-31,2024-03,0,0,0,0,37.4,-100.0,Budget
CAMP0000197,CUST00026,Push Notification,2023-12-01,2023-12,0,0,0,0,15.48,-100.0,Budget
CAMP0000198,CUST00026,Display Ad,2023-02-28,2023-02,0,0,0,0,514.76,-100.0,Budget
CAMP0000199,CUST00027,Paid Social,2023-07-17,2023-07,0,0,0,0,1834.95,-100.0,Mid-Range
CAMP0000200,CUST00027,Email,2024-02-01,2024-02,0,0,0,0,45.4,-100.0,Mid-Range
CAMP0000201,CUST00027,Email,2023-12-30,2023-12,1,0,0,0,24.77,-100.0,Mid-Range
CAMP0000202,CUST00027,Email,2024-02-25,2024-02,0,0,0,0,30.52,-100.0,Mid-Range
CAMP0000203,CUST00027,Push Notification,2023-04-20,2023-04,0,0,0,0,28.21,-100.0,Mid-Range
CAMP0000204,CUST00028,Email,2023-05-19,2023-05,1,0,0,0,44.0,-100.0,Mid-Range
CAMP0000205,CUST00028,Email,2023-02-07,2023-02,0,0,0,0,48.9,-100.0,Mid-Range
CAMP0000206,CUST00028,Email,2023-08-28,2023-08,0,0,0,0,31.77,-100.0,Mid-Range
CAMP0000207,CUST00028,Email,2023-08-17,2023-08,1,0,0,0,29.66,-100.0,Mid-Range
CAMP0000208,CUST00028,SMS,2023-05-09,2023-05,1,1,0,0,98.32,-100.0,Mid-Range
CAMP0000209,CUST00028,Display Ad,2024-03-29,2024-03,0,0,0,0,832.09,-100.0,Mid-Range
CAMP0000210,CUST00028,Paid Social,2023-12-20,2023-12,1,1,1,68.22,2118.45,-96.8,Mid-Range
CAMP0000211,CUST00028,Email,2024-03-16,2024-03,1,0,0,0,48.25,-100.0,Mid-Range
CAMP0000212,CUST00028,Paid Social,2024-02-17,2024-02,0,0,0,0,1514.97,-100.0,Mid-Range
CAMP0000213,CUST00029,Push Notification,2023-01-17,2023-01,0,0,0,0,26.42,-100.0,Mid-Range
CAMP0000214,CUST00029,Paid Social,2023-11-06,2023-11,0,0,0,0,2383.63,-100.0,Mid-Range
CAMP0000215,CUST00029,Email,2023-03-12,2023-03,0,0,0,0,20.51,-100.0,Mid-Range
CAMP0000216,CUST00029,Email,2022-06-12,2022-06,0,0,0,0,21.79,-100.0,Mid-Range
CAMP0000217,CUST00029,SMS,2024-01-07,2024-01,1,0,0,0,35.53,-100.0,Mid-Range
CAMP0000218,CUST00029,Paid Social,2023-05-03,2023-05,0,0,0,0,2250.07,-100.0,Mid-Range
CAMP0000219,CUST00029,Paid Social,2023-10-19,2023-10,0,0,0,0,1703.11,-100.0,Mid-Range
CAMP0000220,CUST00029,Influencer,2023-12-29,2023-12,0,0,0,0,817.22,-100.0,Mid-Range
CAMP0000221,CUST00029,SMS,2023-04-03,2023-04,0,0,0,0,82.74,-100.0,Mid-Range
CAMP0000222,CUST00030,Paid Social,2023-11-18,2023-11,0,0,0,0,982.31,-100.0,Budget
CAMP0000223,CUST00030,Email,2023-09-23,2023-09,0,0,0,0,45.88,-100.0,Budget
CAMP0000224,CUST00030,Display Ad,2023-12-13,2023-12,0,0,0,0,842.86,-100.0,Budget
CAMP0000225,CUST00031,Email,2022-11-07,2022-11,1,1,1,95.39,51.61,84.8,Mid-Range
CAMP0000226,CUST00031,Push Notification,2023-12-03,2023-12,0,0,0,0,15.65,-100.0,Mid-Range
CAMP0000227,CUST00031,SMS,2023-03-19,2023-03,0,0,0,0,74.88,-100.0,Mid-Range
CAMP0000228,CUST00031,Email,2023-08-17,2023-08,0,0,0,0,19.1,-100.0,Mid-Range
CAMP0000229,CUST00032,Paid Social,2023-11-18,2023-11,0,0,0,0,2409.68,-100.0,Luxury
CAMP0000230,CUST00032,Email,2024-01-22,2024-01,0,0,0,0,34.07,-100.0,Luxury
CAMP0000231,CUST00032,Email,2023-12-24,2023-12,1,1,0,0,21.68,-100.0,Luxury
CAMP0000232,CUST00032,SMS,2024-03-01,2024-03,1,0,0,0,72.34,-100.0,Luxury
CAMP0000233,CUST00032,Email,2024-02-20,2024-02,0,0,0,0,24.54,-100.0,Luxury
CAMP0000234,CUST00033,Email,2023-05-02,2023-05,0,0,0,0,32.56,-100.0,Premium
CAMP0000235,CUST00033,Email,2022-09-15,2022-09,1,0,0,0,36.15,-100.0,Premium
CAMP0000236,CUST00033,Paid Social,2022-10-25,2022-10,0,0,0,0,2232.41,-100.0,Premium
CAMP0000237,CUST00033,SMS,2023-05-06,2023-05,0,0,0,0,75.46,-100.0,Premium
CAMP0000238,CUST00033,Display Ad,2022-09-12,2022-09,0,0,0,0,365.68,-100.0,Premium
CAMP0000239,CUST00033,Email,2022-10-05,2022-10,0,0,0,0,34.59,-100.0,Premium
CAMP0000240,CUST00033,Paid Social,2023-02-14,2023-02,0,0,0,0,2410.55,-100.0,Premium
CAMP0000241,CUST00033,Paid Social,2023-01-23,2023-01,0,0,0,0,1913.64,-100.0,Premium
CAMP0000242,CUST00033,Push Notification,2023-02-06,2023-02,0,0,0,0,11.45,-100.0,Premium
CAMP0000243,CUST00033,Paid Social,2023-11-13,2023-11,0,0,0,0,1818.12,-100.0,Premium
CAMP0000244,CUST00033,Paid Social,2023-05-26,2023-05,1,0,0,0,1365.89,-100.0,Premium
CAMP0000245,CUST00033,Paid Social,2022-12-10,2022-12,0,0,0,0,1992.36,-100.0,Premium
CAMP0000246,CUST00034,Email,2024-01-23,2024-01,0,0,0,0,24.87,-100.0,Budget
CAMP0000247,CUST00034,Paid Social,2023-12-02,2023-12,0,0,0,0,1732.05,-100.0,Budget
CAMP0000248,CUST00034,Push Notification,2023-06-10,2023-06,0,0,0,0,17.89,-100.0,Budget
CAMP0000249,CUST00035,Paid Social,2023-08-31,2023-08,0,0,0,0,1019.03,-100.0,Budget
CAMP0000250,CUST00035,Paid Social,2023-12-26,2023-12,0,0,0,0,2139.6,-100.0,Budget
CAMP0000251,CUST00035,Paid Social,2022-11-11,2022-11,0,0,0,0,1609.09,-100.0,Budget
CAMP0000252,CUST00036,Paid Social,2023-10-14,2023-10,0,0,0,0,1028.8,-100.0,Luxury
CAMP0000253,CUST00036,Push Notification,2023-11-20,2023-11,0,0,0,0,9.22,-100.0,Luxury
CAMP0000254,CUST00036,Email,2022-07-27,2022-07,0,0,0,0,43.3,-100.0,Luxury
CAMP0000255,CUST00036,Influencer,2022-10-31,2022-10,0,0,0,0,1296.19,-100.0,Luxury
CAMP0000256,CUST00036,Influencer,2024-03-02,2024-03,1,1,1,135.13,449.65,-69.9,Luxury
CAMP0000257,CUST00036,Email,2024-01-01,2024-01,1,0,0,0,26.72,-100.0,Luxury
CAMP0000258,CUST00036,Paid Social,2023-07-24,2023-07,0,0,0,0,1945.48,-100.0,Luxury
CAMP0000259,CUST00036,Push Notification,2023-04-16,2023-04,0,0,0,0,12.12,-100.0,Luxury
CAMP0000260,CUST00037,Email,2024-02-10,2024-02,0,0,0,0,59.72,-100.0,Mid-Range
