customer_id,signup_date,acquisition_channel,segment,country,gender,age,device
CUST00054,2022-01-07,Email,Budget,UAE,Male,19,Mobile
CUST00055,2022-07-04,Paid Social,Mid-Range,Nigeria,Male,30,Tablet
CUST00056,2022-01-02,Direct,Mid-Range,Canada,Male,32,Desktop
CUST00057,2023-03-08,Referral,Premium,UK,Female,55,Mobile
CUST00058,2022-12-26,Paid Social,Mid-Range,Canada,Female,27,Desktop
CUST00059,2022-05-04,Paid Social,Mid-Range,France,Female,35,Mobile
CUST00060,2023-08-19,Influencer,Mid-Range,UK,Male,28,Desktop
CUST00061,2023-04-04,Direct,Mid-Range,USA,Male,23,Mobile
CUST00062,2023-03-08,Paid Social,Luxury,UAE,Male,61,Mobile
CUST00063,2023-06-27,Paid Social,Budget,Canada,Female,37,Mobile
CUST00064,2022-09-10,Email,Luxury,Nigeria,Male,22,Desktop
CUST00065,2022-02-22,Organic Search,Premium,UK,Male,30,Mobile
CUST00066,2022-05-25,Influencer,Mid-Range,France,Male,57,Mobile
CUST00067,2022-04-21,Influencer,Premium,Germany,Male,31,Mobile
CUST00068,2022-03-10,Referral,Budget,Canada,Female,30,Mobile
CUST00069,2023-02-01,Direct,Premium,UAE,Female,59,Mobile
CUST00070,2022-11-11,Email,Budget,Germany,Female,64,Desktop
CUST00071,2022-12-08,Paid Social,Mid-Range,Nigeria,Non-binary,41,Mobile
CUST00072,2022-04-23,Paid Social,Premium,USA,Male,25,Desktop
CUST00073,2022-09-20,Email,Mid-Range,UK,Female,49,Mobile
CUST00074,2023-05-20,Influencer,Budget,UK,Female,24,Mobile
CUST00075,2023-09-07,Email,Mid-Range,USA,Male,43,Desktop
CUST00076,2022-01-17,Organic Search,Premium,Canada,Male,20,Mobile
CUST00077,2023-02-02,Organic Search,Mid-Range,Australia,Male,28,Desktop
CUST00078,2022-07-30,Influencer,Mid-Range,USA,Female,49,Mobile
CUST00079,2023-09-22,Influencer,Mid-Range,Canada,Male,45,Mobile
CUST00080,2022-03-02,Referral,Budget,Australia,Female,53,Tablet
CUST00081,2022-03-08,Paid Social,Budget,Australia,Male,37,Desktop
CUST00082,2023-06-30,Email,Premium,USA,Male,45,Mobile
CUST00083,2023-05-05,Paid Social,Budget,Canada,Female,64,Desktop
CUST00084,2023-08-23,Email,Budget,Germany,Female,43,Mobile
CUST00085,2023-06-12,Organic Search,Mid-Range,Australia,Female,35,Desktop
CUST00086,2022-08-29,Influencer,Budget,UAE,Female,55,Desktop
CUST00087,2022-01-23,Paid Social,Mid-Range,USA,Female,38,Mobile
CUST00088,2022-10-05,Influencer,Budget,Nigeria,Female,33,Mobile
CUST00089,2022-11-11,Paid Social,Premium,Australia,Male,30,Desktop
CUST00090,2023-01-09,Paid Social,Mid-Range,UK,Female,62,Desktop
CUST00091,2022-02-17,Referral,Premium,France,Male,21,Mobile
CUST00092,2022-09-01,Organic Search,Mid-Range,Canada,Male,35,Mobile
CUST00093,2023-09-04,Paid Social,Luxury,Germany,Female,40,Mobile
CUST00094,2022-10-15,Referral,Mid-Range,Australia,Male,30,Mobile
CUST00095,2023-07-10,Organic Search,Premium,Germany,Female,49,Desktop
CUST00096,2022-06-18,Organic Search,Luxury,France,Male,20,Mobile
CUST00097,2022-05-13,Paid Social,Budget,Australia,Male,46,Desktop
CUST00098,2023-08-01,Referral,Premium,Canada,Male,59,Mobile
CUST00099,2023-07-09,Referral,Mid-Range,Germany,Male,30,Mobile
CUST00100,2023-09-04,Paid Social,Mid-Range,UAE,Male,43,Mobile
CUST00101,2023-07-11,Influencer,Luxury,UAE,Female,36,Mobile
CUST00102,2023-03-04,Organic Search,Mid-Range,UAE,Male,31,Desktop
CUST00103,2023-06-26,Organic Search,Mid-Range,Canada,Female,20,Tablet
CUST00104,2022-08-23,Paid Social,Budget,Australia,Male,40,Desktop
CUST00105,2023-02-14,Email,Budget,Canada,Male,23,Mobile
CUST00106,2022-02-26,Email,Mid-Range,Australia,Male,20,Mobile
CUST00107,2022-05-13,Paid Social,Luxury,UK,Male,63,Desktop
CUST00108,2023-03-09,Influencer,Budget,Australia,Male,18,Desktop
CUST00109,2023-04-24,Paid Social,Premium,Australia,Female,35,Mobile
CUST00110,2023-03-13,Organic Search,Mid-Range,Germany,Female,36,Desktop
CUST00111,2022-02-12,Organic Search,Budget,France,Male,65,Mobile
CUST00112,2022-02-10,Direct,Mid-Range,Australia,Male,63,Tablet
CUST00113,2022-06-17,Influencer,Mid-Range,UAE,Female,31,Tablet
CUST00114,2022-10-21,Direct,Budget,UK,Male,26,Mobile
CUST00115,2023-08-05,Referral,Premium,Nigeria,Male,28,Desktop
CUST00116,2023-02-23,Direct,Mid-Range,UK,Female,41,Desktop
CUST00117,2023-03-22,Email,Mid-Range,USA,Male,38,Desktop
CUST00118,2023-03-12,Paid Social,Premium,Canada,Male,36,Mobile
CUST00119,2022-10-11,Direct,Luxury,USA,Female,24,Desktop
CUST00120,2023-07-10,Paid Social,Budget,Canada,Female,55,Desktop
CUST00121,2022-12-19,Paid Social,Mid-Range,Canada,Male,48,Tablet
CUST00122,2022-02-13,Direct,Mid-Range,Canada,Male,47,Mobile
CUST00123,2022-07-08,Paid Social,Mid-Range,France,Female,44,Mobile
CUST00124,2022-07-20,Paid Social,Budget,UAE,Female,35,Desktop
CUST00125,2023-01-29,Paid Social,Mid-Range,USA,Male,45,Desktop
CUST00126,2022-01-10,Organic Search,Budget,Germany,Non-binary,26,Mobile
CUST00127,2023-01-26,Organic Search,Premium,Nigeria,Male,29,Mobile
CUST00128,2023-03-02,Email,Budget,Nigeria,Male,45,Mobile
CUST00129,2023-09-27,Referral,Premium,UK,Female,34,Mobile
CUST00130,2022-06-12,Organic Search,Budget,UK,Non-binary,18,Desktop
CUST00131,2023-09-22,Email,Mid-Range,Australia,Male,57,Mobile
CUST00132,2022-09-06,Direct,Mid-Range,France,Female,57,Tablet
CUST00133,2023-06-10,Email,Budget,UAE,Male,43,Desktop
CUST00134,2022-04-25,Organic Search,Mid-Range,Nigeria,Male,43,Mobile
CUST00135,2023-02-02,Paid Social,Premium,UAE,Female,45,Mobile
CUST00136,2022-05-31,Paid Social,Budget,Australia,Male,54,Mobile
CUST00137,2023-01-22,Paid Social,Premium,Australia,Female,61,Mobile
CUST00138,2022-06-21,Direct,Premium,France,Female,56,Desktop
CUST00139,2023-08-02,Direct,Budget,USA,Female,23,Desktop
CUST00140,2023-06-04,Referral,Mid-Range,Canada,Male,21,Mobile
CUST00141,2022-09-29,Paid Social,Mid-Range,Australia,Male,47,Mobile
CUST00142,2022-09-07,Referral,Budget,France,Male,51,Mobile
CUST00143,2022-07-25,Paid Social,Mid-Range,Canada,Male,45,Desktop
CUST00144,2023-01-11,Paid Social,Budget,Australia,Male,22,Desktop
CUST00145,2023-09-21,Email,Budget,Australia,Non-binary,23,Mobile
CUST00146,2022-06-30,Email,Mid-Range,France,Male,30,Desktop
CUST00147,2023-09-12,Organic Search,Premium,France,Male,21,Tablet
CUST00148,2022-01-29,Direct,Budget,Nigeria,Female,38,Desktop
CUST00149,2023-05-08,Referral,Mid-Range,USA,Female,57,Tablet
CUST00150,2023-01-26,Paid Social,Budget,Canada,Male,20,Mobile
CUST00151,2023-06-03,Referral,Mid-Range,UAE,Female,57,Mobile
CUST00152,2022-04-08,Paid Social,Budget,UK,Male,54,Mobile
CUST00153,2022-04-03,Direct,Premium,UAE,Male,22,Mobile
CUST00154,2022-04-24,Email,Premium,Canada,Female,49,Desktop
CUST00155,2022-02-15,Organic Search,Luxury,UAE,Male,53,Mobile
CUST00156,2022-09-28,Referral,Mid-Range,USA,Female,46,Desktop
CUST00157,2022-10-02,Organic Search,Luxury,Canada,Female,56,Desktop
CUST00158,2022-07-03,Direct,Premium,Nigeria,Female,29,Mobile
CUST00159,2022-01-08,Email,Budget,France,Male,58,Desktop
CUST00160,2022-08-29,Organic Search,Premium,USA,Female,18,Mobile
CUST00161,2023-01-10,Paid Social,Premium,Nigeria,Male,59,Desktop
CUST00162,2022-11-11,Direct,Mid-Range,Nigeria,Male,22,Mobile
CUST00163,2023-06-22,Email,Premium,UK,Male,29,Mobile
CUST00164,2023-02-13,Direct,Mid-Range,UAE,Female,53,Mobile
CUST00165,2022-02-04,Paid Social,Budget,Germany,Female,28,Mobile
CUST00166,2023-07-03,Referral,Budget,Nigeria,Male,35,Desktop
CUST00167,2023-04-05,Influencer,Budget,Canada,Female,51,Desktop
CUST00168,2023-08-17,Paid Social,Mid-Range,France,Female,18,Desktop
CUST00169,2022-05-19,Influencer,Mid-Range,USA,Female,59,Desktop
CUST00170,2022-05-20,Influencer,Mid-Range,Australia,Female,57,Desktop
CUST00171,2023-03-06,Email,Mid-Range,Australia,Female,64,Mobile
CUST00172,2023-02-14,Direct,Budget,USA,Female,27,Desktop
CUST00173,2023-02-23,Email,Premium,Canada,Male,21,Mobile
CUST00174,2022-08-13,Paid Social,Mid-Range,UAE,Male,31,Desktop
CUST00175,2023-06-16,Paid Social,Mid-Range,UK,Female,26,Mobile
CUST00176,2022-02-08,Paid Social,Premium,USA,Male,36,Mobile
CUST00177,2022-04-17,Influencer,Budget,Nigeria,Male,38,Mobile
CUST00178,2023-07-20,Direct,Mid-Range,Australia,Female,57,Desktop
CUST00179,2022-07-17,Paid Social,Premium,Australia,Female,54,Mobile
CUST00180,2022-04-23,Email,Budget,Australia,Male,55,Mobile
CUST00181,2022-06-20,Paid Social,Budget,Australia,Female,51,Mobile
CUST00182,2023-07-20,Paid Social,Premium,France,Male,43,Mobile
CUST00183,2022-05-11,Direct,Mid-Range,UK,Female,48,Desktop
CUST00184,2022-09-09,Paid Social,Mid-Range,Nigeria,Male,39,Desktop
CUST00185,2023-01-03,Email,Premium,Canada,Female,65,Tablet
CUST00186,2022-03-26,Referral,Mid-Range,Nigeria,Male,34,Desktop
CUST00187,2022-04-25,Organic Search,Budget,France,Female,54,Desktop
CUST00188,2022-05-03,Organic Search,Budget,UAE,Male,46,Mobile
CUST00189,2022-06-17,Paid Social,Mid-Range,UAE,Male,32,Desktop
CUST00190,2022-09-04,Email,Budget,Canada,Male,46,Mobile
CUST00191,2023-02-18,Direct,Premium,Canada,Female,33,Mobile
CUST00192,2023-09-12,Paid Social,Mid-Range,UAE,Male,37,Desktop
CUST00193,2022-07-09,Organic Search,Budget,Germany,Male,23,Mobile
CUST00194,2022-07-05,Influencer,Mid-Range,Canada,Female,60,Desktop
CUST00195,2022-05-21,Organic Search,Budget,Germany,Female,38,Tablet
CUST00196,2023-02-20,Paid Social,Budget,UAE,Female,41,Desktop
CUST00197,2023-09-22,Email,Mid-Range,Canada,Female,34,Tablet
CUST00198,2022-06-10,Email,Budget,Canada,Male,38,Mobile
CUST00199,2023-03-21,Referral,Budget,UK,Female,58,Tablet
CUST00200,2022-12-29,Email,Budget,Canada,Male,19,Tablet
CUST00201,2023-05-07,Paid Social,Mid-Range,Germany,Male,19,Desktop
CUST00202,2023-02-09,Referral,Mid-Range,UK,Non-binary,57,Desktop
CUST00203,2022-01-30,Referral,Mid-Range,Canada,Male,42,Mobile
CUST00204,2023-05-01,Paid Social,Budget,Germany,Female,36,Desktop
CUST00205,2023-02-12,Email,Mid-Range,Australia,Male,46,Mobile
CUST00206,2023-05-19,Paid Social,Premium,UAE,Female,50,Mobile
CUST00207,2023-02-09,Direct,Premium,Nigeria,Female,21,Mobile
CUST00208,2022-12-17,Influencer,Luxury,Nigeria,Male,37,Mobile
CUST00209,2022-01-11,Influencer,Mid-Range,Canada,Male,33,Desktop
CUST00210,2022-03-16,Direct,Budget,Nigeria,Female,53,Mobile
CUST00211,2023-06-07,Paid Social,Premium,UAE,Female,33,Mobile
CUST00212,2022-11-22,Influencer,Budget,USA,Female,30,Tablet
CUST00213,2023-03-01,Paid Social,Budget,UK,Male,62,Desktop
CUST00214,2023-04-16,Email,Budget,France,Female,40,Mobile
CUST00215,2023-06-28,Paid Social,Budget,UAE,Male,43,Mobile
CUST00216,2022-02-11,Direct,Mid-Range,USA,Female,61,Mobile
CUST00217,2022-02-23,Paid Social,Mid-Range,France,Female,39,Desktop
CUST00218,2022-10-11,Referral,Mid-Range,Australia,Female,62,Desktop
CUST00219,2022-01-11,Referral,Budget,UK,Male,55,Mobile
CUST00220,2023-07-27,Organic Search,Mid-Range,Nigeria,Female,49,Desktop
CUST00221,2022-09-23,Referral,Mid-Range,USA,Female,23,Desktop
CUST00222,2022-11-08,Influencer,Mid-Range,UAE,Male,23,Mobile
CUST00223,2022-10-03,Influencer,Budget,Nigeria,Male,65,Desktop
CUST00224,2022-04-08,Direct,Mid-Range,Canada,Male,56,Mobile
CUST00225,2022-03-17,Paid Social,Premium,Australia,Male,36,Mobile
CUST00226,2022-11-08,Paid Social,Luxury,Canada,Male,49,Mobile
CUST00227,2022-12-14,Email,Premium,UK,Male,55,Mobile
CUST00228,2023-03-23,Influencer,Mid-Range,Germany,Female,48,Desktop
CUST00229,2022-04-20,Direct,Budget,Canada,Female,54,Mobile
CUST00230,2023-06-09,Organic Search,Budget,France,Male,41,Desktop
CUST00231,2022-08-24,Influencer,Mid-Range,Australia,Female,64,Desktop
CUST00232,2022-09-22,Paid Social,Budget,Canada,Male,40,Desktop
CUST00233,2022-08-12,Organic Search,Mid-Range,France,Male,53,Mobile
CUST00234,2022-12-06,Organic Search,Premium,Germany,Female,44,Mobile
CUST00235,2022-08-29,Influencer,Mid-Range,Canada,Female,21,Mobile
CUST00236,2023-01-09,Paid Social,Mid-Range,USA,Female,60,Mobile
CUST00237,2022-10-07,Paid Social,Mid-Range,Germany,Female,28,Desktop
CUST00238,2022-07-19,Organic Search,Luxury,Australia,Male,49,Mobile
CUST00239,2023-03-01,Paid Social,Mid-Range,Canada,Male,57,Desktop
CUST00240,2023-03-06,Paid Social,Premium,UK,Female,65,Mobile
CUST00241,2022-06-11,Organic Search,Mid-Range,UK,Female,25,Mobile
CUST00242,2022-05-23,Email,Mid-Range,USA,Female,45,Desktop
CUST00243,2022-02-05,Email,Budget,Nigeria,Female,43,Mobile
CUST00244,2022-11-26,Paid Social,Budget,UK,Male,26,Mobile
CUST00245,2023-03-24,Email,Budget,Germany,Female,64,Mobile
CUST00246,2023-05-23,Direct,Premium,Germany,Male,45,Desktop
CUST00247,2022-06-05,Paid Social,Budget,USA,Male,44,Tablet
CUST00248,2023-01-31,Email,Premium,UAE,Female,54,Mobile
CUST00249,2023-07-09,Email,Budget,Australia,Male,22,Desktop
CUST00250,2022-11-25,Direct,Budget,Australia,Female,52,Desktop
CUST00251,2023-02-15,Referral,Budget,Nigeria,Female,36,Mobile
CUST00252,2023-01-02,Paid Social,Mid-Range,Germany,Male,49,Mobile
CUST00253,2023-05-11,Organic Search,Budget,Canada,Male,51,Desktop
CUST00254,2023-06-18,Paid Social,Budget,Australia,Male,40,Desktop
CUST00255,2023-07-20,Referral,Luxury,UK,Male,64,Mobile
CUST00256,2022-07-08,Referral,Premium,France,Female,24,Desktop
CUST00257,2022-10-17,Paid Social,Budget,USA,Female,39,Desktop
CUST00258,2023-02-24,Influencer,Premium,Australia,Male,20,Mobile
CUST00259,2023-08-11,Influencer,Budget,USA,Male,63,Desktop
CUST00260,2022-01-08,Organic Search,Luxury,USA,Female,21,Mobile
CUST00261,2023-06-19,Direct,Premium,UK,Female,48,Mobile
CUST00262,2022-03-03,Referral,Budget,Australia,Male,37,Desktop
CUST00263,2023-01-02,Direct,Premium,Nigeria,Female,20,Mobile
CUST00264,2022-02-11,Organic Search,Budget,USA,Male,25,Desktop
CUST00265,2023-06-09,Organic Search,Mid-Range,Nigeria,Female,28,Desktop
CUST00266,2022-05-04,Paid Social,Budget,France,Non-binary,45,Tablet
CUST00267,2022-07-31,Email,Luxury,Canada,Female,58,Desktop
CUST00268,2022-10-28,Influencer,Mid-Range,Germany,Male,39,Desktop
CUST00269,2023-08-12,Email,Premium,UAE,Female,42,Mobile
CUST00270,2023-06-15,Referral,Budget,UAE,Male,49,Mobile
CUST00271,2023-06-21,Referral,Mid-Range,France,Non-binary,43,Tablet
CUST00272,2023-07-13,Paid Social,Luxury,Australia,Non-binary,21,Mobile
CUST00273,2023-07-24,Paid Social,Mid-Range,Canada,Male,25,Mobile
CUST00274,2022-04-10,Paid Social,Mid-Range,UK,Male,58,Mobile
CUST00275,2022-03-25,Influencer,Mid-Range,UK,Male,64,Mobile
CUST00276,2023-08-09,Direct,Budget,Canada,Male,30,Tablet
CUST00277,2022-08-16,Email,Mid-Range,UK,Male,37,Mobile
CUST00278,2022-08-07,Paid Social,Budget,Canada,Female,54,Desktop
CUST00279,2023-04-17,Influencer,Budget,Canada,Female,63,Mobile
CUST00280,2022-10-28,Organic Search,Luxury,France,Female,64,Mobile
CUST00281,2022-11-01,Influencer,Premium,Australia,Female,40,Desktop
CUST00282,2023-09-09,Paid Social,Budget,Australia,Male,51,Desktop
CUST00283,2022-11-17,Direct,Luxury,Nigeria,Female,24,Desktop
CUST00284,2023-03-29,Referral,Budget,Australia,Female,61,Mobile
CUST00285,2022-06-08,Paid Social,Mid-Range,Nigeria,Female,20,Mobile
CUST00286,2023-03-24,Referral,Mid-Range,UAE,Male,18,Desktop
CUST00287,2022-01-15,Referral,Premium,Germany,Female,65,Mobile
CUST00288,2022-10-10,Referral,Mid-Range,UAE,Male,46,Tablet
CUST00289,2023-03-21,Direct,Premium,UK,Female,57,Tablet
CUST00290,2022-10-06,Organic Search,Mid-Range,UAE,Female,61,Tablet
CUST00291,2022-06-24,Paid Social,Luxury,Australia,Male,25,Mobile
CUST00292,2022-07-24,Paid Social,Luxury,Canada,Male,59,Mobile
CUST00293,2023-02-03,Organic Search,Luxury,UAE,Female,65,Desktop
CUST00294,2023-05-15,Email,Mid-Range,Nigeria,Male,21,Desktop
CUST00295,2023-08-04,Direct,Mid-Range,Germany,Male,26,Mobile
CUST00296,2022-11-05,Paid Social,Mid-Range,UAE,Female,39,Desktop
CUST00297,2023-05-15,Paid Social,Premium,Australia,Male,31,Mobile
CUST00298,2022-06-25,Paid Social,Budget,USA,Female,59,Desktop
CUST00299,2022-02-15,Paid Social,Mid-Range,France,Female,59,Mobile
CUST00300,2022-06-11,Email,Mid-Range,Canada,Female,44,Mobile
CUST00301,2022-08-03,Organic Search,Budget,UK,Female,57,Desktop
CUST00302,2022-07-31,Direct,Mid-Range,UAE,Female,45,Mobile
CUST00303,2022-03-30,Organic Search,Budget,Canada,Female,35,Mobile
CUST00304,2022-04-26,Influencer,Mid-Range,USA,Female,59,Mobile
CUST00305,2023-08-13,Paid Social,Premium,France,Male,49,Mobile
CUST00306,2022-06-19,Organic Search,Mid-Range,Australia,Male,40,Desktop
CUST00307,2023-01-28,Paid Social,Luxury,USA,Male,64,Desktop
CUST00308,2022-01-12,Organic Search,Budget,Nigeria,Female,18,Tablet
CUST00309,2022-07-18,Paid Social,Mid-Range,UK,Female,40,Desktop
CUST00310,2023-02-27,Referral,Premium,USA,Male,43,Tablet
CUST00311,2023-06-24,Paid Social,Budget,Australia,Female,41,Mobile
CUST00312,2022-10-24,Email,Mid-Range,Canada,Female,36,Mobile
CUST00313,2022-05-26,Influencer,Premium,Australia,Male,22,Mobile
CUST00314,2023-09-28,Organic Search,Mid-Range,UAE,Female,58,Mobile
CUST00315,2022-09-04,Email,Budget,UK,Female,50,Mobile
CUST00316,2022-06-26,Paid Social,Mid-Range,Germany,Male,55,Desktop
CUST00317,2023-09-30,Paid Social,Budget,UK,Male,41,Desktop
CUST00318,2023-02-27,Influencer,Mid-Range,France,Male,32,Desktop
CUST00319,2022-02-10,Email,Premium,Canada,Female,62,Desktop
CUST00320,2022-01-06,Paid Social,Premium,Nigeria,Female,54,Mobile
CUST00321,2022-07-14,Paid Social,Budget,Nigeria,Female,63,Mobile
CUST00322,2022-04-16,Organic Search,Mid-Range,Germany,Male,30,Desktop
CUST00323,2023-04-01,Direct,Mid-Range,UK,Male,18,Mobile
CUST00324,2023-01-15,Organic Search,Budget,France,Female,56,Mobile
CUST00325,2022-10-23,Referral,Mid-Range,Nigeria,Male,26,Mobile
CUST00326,2023-09-11,Email,Budget,Australia,Female,40,Desktop
CUST00327,2023-06-12,Direct,Mid-Range,Australia,Female,41,Desktop
CUST00328,2022-08-27,Email,Budget,Canada,Female,48,Mobile
CUST00329,2022-01-16,Paid Social,Mid-Range,Canada,Non-binary,43,Tablet
CUST00330,2023-06-14,Paid Social,Luxury,France,Male,59,Mobile
CUST00331,2023-02-10,Paid Social,Budget,France,Male,59,Mobile
CUST00332,2022-03-12,Influencer,Mid-Range,Germany,Female,60,Mobile
CUST00333,2022-09-29,Paid Social,Budget,Germany,Female,64,Mobile
CUST00334,2022-01-20,Email,Mid-Range,Germany,Male,43,Desktop
CUST00335,2023-05-30,Paid Social,Budget,France,Female,32,Mobile
CUST00336,2022-11-23,Organic Search,Mid-Range,UK,Male,43,Desktop
CUST00337,2023-01-23,Paid Social,Budget,UAE,Male,32,Desktop
CUST00338,2023-09-24,Email,Premium,Germany,Female,49,Desktop
CUST00339,2022-12-16,Paid Social,Premium,Nigeria,Male,37,Mobile
CUST00340,2022-11-25,Email,Luxury,Canada,Male,18,Desktop
CUST00341,2022-10-19,Influencer,Budget,Australia,Female,63,Desktop
CUST00342,2022-05-21,Referral,Mid-Range,France,Male,49,Mobile
CUST00343,2022-08-27,Direct,Mid-Range,UK,Male,28,Mobile
CUST00344,2023-04-23,Direct,Luxury,UK,Female,48,Tablet
CUST00345,2023-08-22,Email,Budget,UAE,Male,51,Mobile
CUST00346,2023-03-04,Direct,Mid-Range,USA,Male,49,Mobile
CUST00347,2023-03-03,Referral,Premium,USA,Female,27,Tablet
CUST00348,2022-10-01,Paid Social,Budget,France,Non-binary,65,Mobile
CUST00349,2022-04-21,Paid Social,Mid-Range,Canada,Female,46,Mobile
CUST00350,2022-07-20,Paid Social,Budget,USA,Female,44,Mobile
CUST00351,2023-02-09,Organic Search,Mid-Range,Nigeria,Female,61,Mobile
CUST00352,2022-08-22,Influencer,Budget,Nigeria,Female,28,Mobile
CUST00353,2023-02-18,Organic Search,Mid-Range,Nigeria,Female,19,Tablet
CUST00354,2022-01-17,Paid Social,Luxury,Canada,Male,58,Mobile
CUST00355,2022-04-30,Influencer,Mid-Range,UK,Female,50,Desktop
CUST00356,2022-06-25,Email,Budget,France,Female,20,Mobile
CUST00357,2022-07-22,Influencer,Mid-Range,France,Male,31,Desktop
CUST00358,2023-08-25,Influencer,Budget,Nigeria,Male,33,Mobile
CUST00359,2023-03-01,Paid Social,Budget,UAE,Male,18,Desktop
CUST00360,2023-08-29,Email,Mid-Range,Canada,Female,28,Mobile
CUST00361,2022-05-05,Referral,Budget,Canada,Female,43,Tablet
CUST00362,2023-06-20,Organic Search,Budget,France,Non-binary,25,Tablet
CUST00363,2022-01-03,Organic Search,Mid-Range,Australia,Female,28,Mobile
CUST00364,2022-04-06,Direct,Premium,Australia,Female,60,Mobile
CUST00365,2023-02-11,Paid Social,Budget,Australia,Female,56,Mobile
CUST00366,2023-01-25,Referral,Premium,Germany,Non-binary,42,Mobile
CUST00367,2022-11-23,Referral,Budget,USA,Female,23,Mobile
CUST00368,2023-04-10,Direct,Premium,Canada,Non-binary,26,Mobile
CUST00369,2023-09-17,Paid Social,Budget,Nigeria,Female,18,Mobile
CUST00370,2023-08-10,Email,Budget,Canada,Male,45,Desktop
CUST00371,2022-08-06,Organic Search,Mid-Range,Australia,Male,46,Mobile
CUST00372,2023-08-04,Direct,Budget,Germany,Male,37,Desktop
CUST00373,2023-08-29,Direct,Mid-Range,Germany,Male,58,Mobile
CUST00374,2022-01-18,Email,Premium,Germany,Male,52,Tablet
CUST00375,2022-11-19,Email,Budget,Nigeria,Female,62,Mobile
CUST00376,2022-10-09,Direct,Luxury,UK,Male,28,Mobile
